openalex_type,query_doi,candidate_count,openalex_id,rw_earliest_publication_date,openalex_publication_date,rw_journals,openalex_title,adjudication,note
retraction,10.1016/j.adengl.2021.11.001,1,https://openalex.org/W3212653720,2021-01-10,2021-11-01,Actas Dermo-Sifiliograficas,WITHDRAWN: How Has the COVID-19 Pandemic and Lockdown Affected Breslow Thickness in Cutaneous Melanoma?,,
retraction,10.1111/j.1440-1746.2007.04946.x,1,https://openalex.org/W4244550019,2007-05-24,2007-05-25,Journal of Gastroenterology and Hepatology,Retraction,,
retraction,10.1177/0268396219881455,1,https://openalex.org/W2982613796,2019-10-29,2019-10-29,Journal of Information Technology,WITHDRAWN – Administrative Duplicate Publication: Robotics process automation at TECHSERV: An implementation case study,,
retraction,10.1016/j.avb.2021.101704,1,https://openalex.org/W3217579989,2021-11-26,2021-11-01,Aggression and Violent Behavior,WITHDRAWN: Improving thinking skills in early childhood using effective teaching strategies,,
retraction,10.1093/scan/soz169,1,https://openalex.org/W3012333250,2020-02-05,2020-02-05,Social Cognitive and Affective Neuroscience,Withdrawn as Duplicate: Competing for Jurisdiction: Practical Legitimation and the Persistence of Informal Recycling in Urban India,,
retraction,10.1063/5.0181894,1,https://openalex.org/W4390119782,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: Study of the ground state properties of 8Li and 11Be exotic nuclei using Gaussian and Woods-Saxon potentials,,
retraction,10.1016/j.ins.2015.09.004,1,https://openalex.org/W1662751975,2015-09-10,2015-09-12,Information Sciences,WITHDRAWN: Dynamic remote data auditing for securing big data storage in cloud computing,,
retraction,10.1002/aisy.201900150,1,https://openalex.org/W2996263074,2019-12-10,2019-12-10,Advanced Intelligent Systems,Withdrawn: Mimicking Biological Sensorimotor Functionalities by Combined Artificial Optical Synaptic and Actuating Components,,
retraction,10.1016/j.gene.2016.10.012,1,https://openalex.org/W2529914116,2016-10-12,2016-10-01,Gene,WITHDRAWN: Selection of reference genes in five types of human tissues for normalization of gene expression studies in infectious diseases,,
retraction,10.1016/j.jsames.2017.06.002,1,https://openalex.org/W2621561988,2017-06-10,2017-06-10,Journal of South American Earth Sciences,"WITHDRAWN: The Palaeocene Cerro Munro tonalite intrusion (Chubut Province, Argentina): A plutonic remnant of explosive volcanism?",,
retraction,10.1016/j.amc.2007.03.052,1,https://openalex.org/W1969890082,2007-03-28,2007-03-01,Applied Mathematics and Computation,WITHDRAWN: Differential susceptibility-infectiousness epidemic model of propagation of malicious agents with self replication in a computer networks,,
retraction,10.1063/5.0186664,1,https://openalex.org/W4390119764,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: Effect of processing with tannin degrading bacteria isolated from gut of European fallow deer on digestibility and fermentation of conocarpus and eucalyptus leaves,,
retraction,10.1016/j.tjog.2018.11.008,1,https://openalex.org/W2913698010,2019-01-09,2019-01-01,Taiwanese Journal of Obstetrics and Gynecology,WITHDRAWN: Primary signet ring cell carcinoma of the cervix: A case report with review of the literature,,
retraction,10.1063/5.0181777,1,https://openalex.org/W4390119627,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: A new method for arabic deaf or dumb assistant’s software,,
retraction,10.2991/iiicec-15.2015.111,1,https://openalex.org/W2024971376,2015-03-01,2015-01-01,Proceedings of the 2015 International Industrial Informatics and Computer Engineering Conference,RETRACTION: The Research of Key Technologies in the Fifth-generation Mobile Communication System,,
retraction,10.1002/bab.1504,1,https://openalex.org/W2380836218,2016-05-13,2016-05-13,Biotechnology and Applied Biochemistry,RETRACTION: Lentivirus‐mediated knockdown of M‐phase phosphoprotein 8 inhibits proliferation of colon cancer cells,,
retraction,10.1063/5.0182426,1,https://openalex.org/W4390119982,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: Bacterial contamination in mobile phones,,
retraction,10.1063/5.0182529,1,https://openalex.org/W4390119474,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: Analyzing the constraints facing the construction investment projects in Iraq,,
retraction,10.1016/j.earlhumdev.2020.105205,1,https://openalex.org/W3131462062,2020-10-02,2020-10-01,Early Human Development,WITHDRAWN: Novel research opportunities: an unfortunate small silver lining to COVID-19,,
retraction,10.1063/5.0183177,1,https://openalex.org/W4390119800,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: An investigation into magnetic behavior of FeNi/Cu multilayer nanowire arrays by varying Cu deposition pulse time,,
retraction,10.1063/5.0182140,1,https://openalex.org/W4390119784,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: On radical of modules with small property,,
retraction,10.1063/5.0181828,1,https://openalex.org/W4390119724,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: Miniaturized band pass filter using metamaterial half mode technique for substrate integrated waveguide,,
retraction,10.1063/5.0182064,1,https://openalex.org/W4390119618,2023-12-22,2023-01-01,AIP Conference Proceedings,Retraction: Fuzzy techniques in concrete powder mix designing,,
retraction,10.1053/j.jvca.2022.04.048,1,https://openalex.org/W4229060158,2022-05-06,2022-05-01,Journal of Cardiothoracic and Vascular Anesthesia,WITHDRAWN: Atf1-activated Tgfbr2 promotes abdominal aortic aneurysm by snhg1/miR-211-5p/Tgfbr2 axis,,
retraction,10.1111/1753-0407.12320,1,https://openalex.org/W2118452570,2015-06-29,2015-06-29,Journal of Diabetes,"Retraction: “Bilateral versus single internal mammary artery grafting in patients with severe coronary artery disease and diabetes mellitus: a systematic review and meta‐analysis” by Yi‐cheng Wu, Jian‐feng Zhang, Guang Ning and Qiang Zhao",,
retraction,10.1016/b978-0-12-815587-5.09992-3,1,https://openalex.org/W4240499118,2019-02-08,2019-01-01,Terrestrial Earthworms (Oligochaeta: Opisthopora) of China,WITHDRAWN: Preface,,
retraction,10.1016/j.rinam.2021.100143,1,https://openalex.org/W3130011130,2021-02-19,2021-02-21,Results in Applied Mathematics,WITHDRAWN: Cumulative residual extropy of minimum ranked set sampling with unequal samples,,
retraction,10.1016/j.ijsu.2008.08.011,1,https://openalex.org/W2007351361,2008-09-03,2008-09-01,International Journal of Surgery,WITHDRAWN: Hernias Made Easy,,
retraction,10.1016/j.csbj.2016.02.002,1,https://openalex.org/W2288111175,2016-02-01,2016-02-01,Computational and Structural Biotechnology Journal,WITHDRAWN: Preanalytical and analytical considerations of circulating plasma tumor DNA for breast oncology,,
supplementary-materials,10.1097/eja.0b013e32833b04e4,1,https://openalex.org/W2039326977,2010-12-01,2010-07-07,European Journal of Anaesthesiology,Supplemental oxygen reduces serotonin levels in plasma and platelets during colorectal surgery and reduces postoperative nausea and vomiting,,
supplementary-materials,10.1088/0026-1394/57/1a/08023,1,https://openalex.org/W4248095819,2020-01-01,2020-01-01,Metrologia,Supplementary comparison EURAMET.L-S25 (#1354). Comparison of pocket type laser distance measuring instruments,,
