tradition_id,source_id,packet_id,motif_id,motif_family,witness_scope,source_state,adjudication_basis,analysis_excluded,exclusion_reason,passage_locator,source_url
CHN_WS_HAN,SRC_CHN_CLAY,P_ANTH_NUWA,ANTH_POTTER_FORMING,anthropogony,later-comparator,present,A_B_agree,false,,Fengsu Tongyi Nüwa clay-human passage preserved in Taiping Yulan,https://ctext.org/text.pl?if=gb&node=367836
CHN_WS_HAN,SRC_CHN_CLAY,P_ANTH_NUWA,ANTH_DIVINE_BLOOD_FLESH,anthropogony,later-comparator,absent,A_B_agree,false,,Fengsu Tongyi Nüwa clay-human passage preserved in Taiping Yulan,https://ctext.org/text.pl?if=gb&node=367836
CHN_WS_HAN,SRC_CHN_CLAY,P_ANTH_NUWA,ANTH_BREATH_ANIMATION,anthropogony,later-comparator,absent,A_B_agree,false,,Fengsu Tongyi Nüwa clay-human passage preserved in Taiping Yulan,https://ctext.org/text.pl?if=gb&node=367836
CHN_WS_HAN,SRC_CHN_CLAY,P_ANTH_NUWA,ANTH_CREATED_FOR_SERVICE,anthropogony,later-comparator,absent,A_B_agree,false,,Fengsu Tongyi Nüwa clay-human passage preserved in Taiping Yulan,https://ctext.org/text.pl?if=gb&node=367836
CHN_WS_HAN,SRC_CHN_CLAY,P_ANTH_NUWA,ANTH_BODY_SACRIFICE,anthropogony,later-comparator,absent,A_B_agree,false,,Fengsu Tongyi Nüwa clay-human passage preserved in Taiping Yulan,https://ctext.org/text.pl?if=gb&node=367836
CHN_WS_HAN,SRC_CHN_CLAY,P_ANTH_NUWA,ANTH_FIRST_PAIR,anthropogony,later-comparator,absent,A_B_agree,false,,Fengsu Tongyi Nüwa clay-human passage preserved in Taiping Yulan,https://ctext.org/text.pl?if=gb&node=367836
SUM_OB,SRC_SUM_ENKI_NINMAH,P_ANTH_ENKI_NINMAH,ANTH_EARTH_DUST,anthropogony,in-window,absent,replacement_witness_v0.1.1,false,,"ETCSL c.1.1.2 Enki and Ninmah, lines 24-37",https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.1.2
SUM_OB,SRC_SUM_ENKI_NINMAH,P_ANTH_ENKI_NINMAH,ANTH_CLAY_MUD,anthropogony,in-window,present,replacement_witness_v0.1.1,false,,"ETCSL c.1.1.2 Enki and Ninmah, lines 24-37",https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.1.2
SUM_OB,SRC_SUM_ENKI_NINMAH,P_ANTH_ENKI_NINMAH,ANTH_POTTER_FORMING,anthropogony,in-window,present,replacement_witness_v0.1.1,false,,"ETCSL c.1.1.2 Enki and Ninmah, lines 24-37",https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.1.2
SUM_OB,SRC_SUM_ENKI_NINMAH,P_ANTH_ENKI_NINMAH,ANTH_DIVINE_BLOOD_FLESH,anthropogony,in-window,absent,replacement_witness_v0.1.1,false,,"ETCSL c.1.1.2 Enki and Ninmah, lines 24-37",https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.1.2
SUM_OB,SRC_SUM_ENKI_NINMAH,P_ANTH_ENKI_NINMAH,ANTH_BREATH_ANIMATION,anthropogony,in-window,absent,replacement_witness_v0.1.1,false,,"ETCSL c.1.1.2 Enki and Ninmah, lines 24-37",https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.1.2
SUM_OB,SRC_SUM_ENKI_NINMAH,P_ANTH_ENKI_NINMAH,ANTH_CREATED_FOR_SERVICE,anthropogony,in-window,present,replacement_witness_v0.1.1,false,,"ETCSL c.1.1.2 Enki and Ninmah, lines 24-37",https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.1.2
SUM_OB,SRC_SUM_ENKI_NINMAH,P_ANTH_ENKI_NINMAH,ANTH_BODY_SACRIFICE,anthropogony,in-window,absent,replacement_witness_v0.1.1,false,,"ETCSL c.1.1.2 Enki and Ninmah, lines 24-37",https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.1.2
SUM_OB,SRC_SUM_ENKI_NINMAH,P_ANTH_ENKI_NINMAH,ANTH_FIRST_PAIR,anthropogony,in-window,absent,replacement_witness_v0.1.1,false,,"ETCSL c.1.1.2 Enki and Ninmah, lines 24-37",https://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=t.1.1.2
