case_id,country,outcome_genocide,case_type,start_year,end_year,identity_source,identity_status,date_status,source_note,A_R,A_R_status,A_R_source,A_R_note,P_R,P_R_status,P_R_source,P_R_note,W_R,W_R_status,W_R_source,W_R_note,I_R,I_R_status,I_R_source,I_R_note,S_R,S_R_status,S_R_source,S_R_note,E_R,E_R_status,E_R_source,E_R_note,A_M,A_M_status,A_M_source,A_M_note,P_M,P_M_status,P_M_source,P_M_note,W_M,W_M_status,W_M_source,W_M_note,I_M,I_M_status,I_M_source,I_M_note,S_M,S_M_status,S_M_source,S_M_note,E_M,E_M_status,E_M_source,E_M_note
COG_1997,Congo-Brazzaville,0,Complex,1997,1999,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
COD_1992,Congo-Kinshasa,0,Complex,1992,,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
HRV_1991,Croatia,0,Ethnic War,1991,1995,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
CYP_1963,Cyprus,0,Complex,1963,1968,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
CYP_1974,Cyprus,0,Complex,1974,1974,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
CSK_1968,Czechoslovakia,0,Regime Change,1968,1969,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
DJI_1991,Djibouti,0,Ethnic War,1991,1994,PITF-2010-cited + PITF-2014/2017-confirmed,reconstructed-v1,provisional-vintage-date,Absent from current SCIP HTML rendering but present in cited PITF 2010-era literature and confirmed in PITF 2014/2017; included to restore the published 99-control universe.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
DOM_1963,Dominican Republic,0,Complex,1963,1966,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
ECU_1970,Ecuador,0,Regime Change,1970,1972,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
EGY_1992,Egypt,0,Revolutionary War,1992,1999,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
FJI_1987,Fiji,0,Regime Change,1987,1987,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
FRA_1958,France,0,Regime Change,1958,1958,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
GMB_1994,The Gambia,0,Regime Change,1994,1994,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
GEO_1991,Georgia,0,Complex,1991,1993,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
GHA_1972,Ghana,0,Regime Change,1972,1972,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
GHA_1981,Ghana,0,Regime Change,1981,1981,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
GRC_1967,Greece,0,Regime Change,1967,1967,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
GNB_1998,Guinea-Bissau,0,Complex,1998,2003,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
GUY_1978,Guyana,0,Regime Change,1978,1980,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
HTI_1991,Haiti,0,Regime Change,1991,1991,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
HUN_1956,Hungary,0,Complex,1956,1957,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
IND_1956,India,0,Ethnic War,1956,1958,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
IND_1967,India,0,Ethnic War,1967,1971,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
IND_1983,India,0,Complex,1983,,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
ISR_1987,Israel,0,Ethnic War,1987,,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
JOR_1957,Jordan,0,Regime Change,1957,1957,SCIP-2006-vintage consolidated page,reconstructed-v1,cross-version-date-drift,Case identity is stable; exact begin date differs in later PITF versions and must be resolved before condition coding.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
JOR_1970,Jordan,0,Revolutionary War,1970,1971,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
KEN_1964,Kenya,0,Complex,1964,1969,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
KEN_1991,Kenya,0,Ethnic War,1991,1993,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
KOR_1961,"Korea, South",0,Regime Change,1961,1961,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
KOR_1972,"Korea, South",0,Regime Change,1972,1972,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
LAO_1960,Laos,0,Complex,1960,1979,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
LBN_1958,Lebanon,0,Revolutionary War,1958,1958,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
LBN_1975,Lebanon,0,Complex,1975,1991,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
LSO_1970,Lesotho,0,Regime Change,1970,1970,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
LSO_1998,Lesotho,0,Complex,1998,1999,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
LBR_1985,Liberia,0,Complex,1985,2003,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
MYS_1969,Malaysia,0,Regime Change,1969,1969,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
MLI_1990,Mali,0,Ethnic War,1990,1995,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
MDA_1992,Moldova,0,Ethnic War,1992,1992,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
MAR_1965,Morocco,0,Regime Change,1965,1965,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
MAR_1975,Morocco,0,Ethnic War,1975,1989,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
MOZ_1976,Mozambique,0,Revolutionary War,1976,1992,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
NPL_1960,Nepal,0,Regime Change,1960,1960,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
NPL_1996,Nepal,0,Revolutionary War,1996,2006,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
NIC_1978,Nicaragua,0,Complex,1978,1988,SCIP-2006-vintage consolidated page,reconstructed-v1,cross-version-date-drift,Case identity is stable; exact begin date differs in later PITF versions and must be resolved before condition coding.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
NER_1996,Niger,0,Regime Change,1996,1996,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
NGA_1980,Nigeria,0,Complex,1980,1985,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
OMN_1970,Oman,0,Revolutionary War,1970,1976,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
PAK_1958,Pakistan,0,Regime Change,1958,1958,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
PAK_1983,Pakistan,0,Complex,1983,,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
PAN_1968,Panama,0,Regime Change,1968,1968,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
