source_id,source_family,construct,country,country_code,year_or_wave,period_start,period_end,resolution,source_era,coverage_status,value_inspected,note
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Afghanistan,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Indonesia,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Indonesia,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Indonesia,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Indonesia,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Indonesia,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Indonesia,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Indonesia,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2005,2005,2005,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2007,2007,2007,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2012,2012,2012,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iran,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2009,2009,2009,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2010,2010,2010,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2012,2012,2012,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Iraq,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2006,2006,2006,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2009,2009,2009,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2010,2010,2010,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2012,2012,2012,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ireland,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2006,2006,2006,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2007,2007,2007,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2009,2009,2009,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2010,2010,2010,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2012,2012,2012,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Israel,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2005,2005,2005,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2007,2007,2007,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2009,2009,2009,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2010,2010,2010,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2012,2012,2012,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Italy,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2009,2009,2009,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Ivory Coast,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2006,2006,2006,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jamaica,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2005,2005,2005,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2007,2007,2007,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2009,2009,2009,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2010,2010,2010,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2012,2012,2012,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Japan,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2005,2005,2005,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2007,2007,2007,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2009,2009,2009,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2010,2010,2010,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2012,2012,2012,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2017,2017,2017,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2018,2018,2018,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2019,2019,2019,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2020,2020,2020,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2021,2021,2021,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2022,2022,2022,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Jordan,,2023,2023,2023,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2006,2006,2006,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2007,2007,2007,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2009,2009,2009,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2010,2010,2010,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2011,2011,2011,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2012,2012,2012,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2013,2013,2013,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2014,2014,2014,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2015,2015,2015,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Kazakhstan,,2016,2016,2016,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
